work_order_number,sales_order_number,sales_order_line,work_unit_name,work_unit_description,unit_type,work_unit_qty,item_rate,total_rate
WO-35000363,SO-900363,SOL-1501608,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000363,SO-900363,SOL-1501609,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000363,SO-900363,SOL-1501610,ACA00A-ESE22,Aerial cable design footage,Foot,1153,0.36,415.08
WO-35000363,SO-900363,SOL-1501611,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000363,SO-900363,SOL-1501612,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000363,SO-900363,SOL-1501613,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000364,SO-900364,SOL-1501614,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000364,SO-900364,SOL-1501615,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000364,SO-900364,SOL-1501616,ACA02A-ESE22,Buried cable design footage,Foot,259,0.27,69.93
WO-35000365,SO-900365,SOL-1501617,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000365,SO-900365,SOL-1501618,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000365,SO-900365,SOL-1501619,ACA00A-ESE22,Aerial cable design footage,Foot,408,0.36,146.88
WO-35000365,SO-900365,SOL-1501620,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000365,SO-900365,SOL-1501621,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000365,SO-900365,SOL-1501622,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000366,SO-900366,SOL-1501623,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000366,SO-900366,SOL-1501624,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000366,SO-900366,SOL-1501625,ACA02A-ESE22,Buried cable design footage,Foot,1149,0.27,310.23
WO-35000366,SO-900366,SOL-1501626,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000367,SO-900367,SOL-1501627,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000367,SO-900367,SOL-1501628,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000367,SO-900367,SOL-1501629,ACA00A-ESE22,Aerial cable design footage,Foot,213,0.36,76.68
WO-35000367,SO-900367,SOL-1501630,ACA02A-ESE22,Buried cable design footage,Foot,508,0.27,137.16
WO-35000367,SO-900367,SOL-1501631,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000368,SO-900368,SOL-1501632,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000368,SO-900368,SOL-1501633,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000368,SO-900368,SOL-1501634,ACA02A-ESE22,Buried cable design footage,Foot,832,0.27,224.64
WO-35000369,SO-900369,SOL-1501635,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000369,SO-900369,SOL-1501636,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000369,SO-900369,SOL-1501637,ACA00A-ESE22,Aerial cable design footage,Foot,581,0.36,209.16
WO-35000369,SO-900369,SOL-1501638,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000370,SO-900370,SOL-1501639,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000370,SO-900370,SOL-1501640,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000370,SO-900370,SOL-1501641,ACA02A-ESE22,Buried cable design footage,Foot,454,0.27,122.58
WO-35000370,SO-900370,SOL-1501642,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000371,SO-900371,SOL-1501643,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000371,SO-900371,SOL-1501644,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000371,SO-900371,SOL-1501645,ACA02A-ESE22,Buried cable design footage,Foot,1017,0.27,274.59
WO-35000371,SO-900371,SOL-1501646,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000372,SO-900372,SOL-1501647,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000372,SO-900372,SOL-1501648,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000372,SO-900372,SOL-1501649,ACA00A-ESE22,Aerial cable design footage,Foot,671,0.36,241.56
WO-35000372,SO-900372,SOL-1501650,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000372,SO-900372,SOL-1501651,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000373,SO-900373,SOL-1501652,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000373,SO-900373,SOL-1501653,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000373,SO-900373,SOL-1501654,ACA00A-ESE22,Aerial cable design footage,Foot,1595,0.36,574.2
WO-35000373,SO-900373,SOL-1501655,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000374,SO-900374,SOL-1501656,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000374,SO-900374,SOL-1501657,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000374,SO-900374,SOL-1501658,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000375,SO-900375,SOL-1501659,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000375,SO-900375,SOL-1501660,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000375,SO-900375,SOL-1501661,ACA02A-ESE22,Buried cable design footage,Foot,1083,0.27,292.41
WO-35000375,SO-900375,SOL-1501662,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000375,SO-900375,SOL-1501663,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000376,SO-900376,SOL-1501664,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000376,SO-900376,SOL-1501665,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000376,SO-900376,SOL-1501666,ACA00A-ESE22,Aerial cable design footage,Foot,866,0.36,311.76
WO-35000376,SO-900376,SOL-1501667,ACA02A-ESE22,Buried cable design footage,Foot,1146,0.27,309.42
WO-35000376,SO-900376,SOL-1501668,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000376,SO-900376,SOL-1501669,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000376,SO-900376,SOL-1501670,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000377,SO-900377,SOL-1501671,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000377,SO-900377,SOL-1501672,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000377,SO-900377,SOL-1501673,ACA00A-ESE22,Aerial cable design footage,Foot,1501,0.36,540.36
WO-35000377,SO-900377,SOL-1501674,ACA02A-ESE22,Buried cable design footage,Foot,174,0.27,46.98
WO-35000377,SO-900377,SOL-1501675,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000377,SO-900377,SOL-1501676,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000377,SO-900377,SOL-1501677,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000378,SO-900378,SOL-1501678,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000378,SO-900378,SOL-1501679,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000378,SO-900378,SOL-1501680,ACA00A-ESE22,Aerial cable design footage,Foot,623,0.36,224.28
WO-35000378,SO-900378,SOL-1501681,ACA02A-ESE22,Buried cable design footage,Foot,185,0.27,49.95
WO-35000378,SO-900378,SOL-1501682,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000378,SO-900378,SOL-1501683,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000379,SO-900379,SOL-1501684,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000379,SO-900379,SOL-1501685,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000379,SO-900379,SOL-1501686,ACA00A-ESE22,Aerial cable design footage,Foot,1477,0.36,531.72
WO-35000379,SO-900379,SOL-1501687,ACA02A-ESE22,Buried cable design footage,Foot,586,0.27,158.22
WO-35000379,SO-900379,SOL-1501688,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000379,SO-900379,SOL-1501689,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000380,SO-900380,SOL-1501690,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000380,SO-900380,SOL-1501691,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000380,SO-900380,SOL-1501692,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000381,SO-900381,SOL-1501693,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000381,SO-900381,SOL-1501694,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000381,SO-900381,SOL-1501695,ACA00A-ESE22,Aerial cable design footage,Foot,1583,0.36,569.88
WO-35000381,SO-900381,SOL-1501696,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000382,SO-900382,SOL-1501697,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000382,SO-990382,SOL-1501698,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000382,SO-990382,SOL-1501699,ACA00A-ESE22,Aerial cable design footage,Foot,1396,0.36,502.56
WO-35000382,SO-990382,SOL-1501700,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000383,SO-900383,SOL-1501701,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000383,SO-900383,SOL-1501702,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000383,SO-900383,SOL-1501703,ACA02A-ESE22,Buried cable design footage,Foot,1381,0.27,372.87
WO-35000383,SO-900383,SOL-1501704,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000384,SO-900384,SOL-1501705,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000384,SO-900384,SOL-1501706,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000384,SO-900384,SOL-1501707,ACA00A-ESE22,Aerial cable design footage,Foot,348,0.36,125.28
WO-35000384,SO-900384,SOL-1501708,ACA02A-ESE22,Buried cable design footage,Foot,981,0.27,264.87
WO-35000384,SO-900384,SOL-1501709,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000384,SO-900384,SOL-1501710,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000385,SO-900385,SOL-1501711,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000385,SO-900385,SOL-1501712,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000385,SO-900385,SOL-1501713,ACA00A-ESE22,Aerial cable design footage,Foot,1504,0.36,541.44
WO-35000385,SO-900385,SOL-1501714,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000385,SO-900385,SOL-1501715,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000385,SO-900385,SOL-1501716,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000386,SO-900386,SOL-1501717,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000386,SO-900386,SOL-1501718,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000386,SO-900386,SOL-1501719,ACA00A-ESE22,Aerial cable design footage,Foot,1281,0.36,461.16
WO-35000386,SO-900386,SOL-1501720,ACA02A-ESE22,Buried cable design footage,Foot,1182,0.27,319.14
WO-35000386,SO-900386,SOL-1501721,POL00A-ESE22,Pole loading analysis,Pole,11,22.5,247.5
WO-35000387,SO-900387,SOL-1501722,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000387,SO-990387,SOL-1501723,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000387,SO-990387,SOL-1501724,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000388,SO-900388,SOL-1501725,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000388,SO-900388,SOL-1501726,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000388,SO-900388,SOL-1501727,ACA00A-ESE22,Aerial cable design footage,Foot,989,0.36,356.04
WO-35000388,SO-900388,SOL-1501728,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000389,SO-900389,SOL-1501729,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000389,SO-900389,SOL-1501730,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000389,SO-900389,SOL-1501731,ACA00A-ESE22,Aerial cable design footage,Foot,188,0.36,67.68
WO-35000389,SO-900389,SOL-1501732,ACA02A-ESE22,Buried cable design footage,Foot,1150,0.27,310.5
WO-35000389,SO-900389,SOL-1501733,POL00A-ESE22,Pole loading analysis,Pole,6,22.5,135.0
WO-35000389,SO-900389,SOL-1501734,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000390,SO-900390,SOL-1501735,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000390,SO-990390,SOL-1501736,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000391,SO-900391,SOL-1501737,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000391,SO-900391,SOL-1501738,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000392,SO-900392,SOL-1501739,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000392,SO-900392,SOL-1501740,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000392,SO-900392,SOL-1501741,ACA00A-ESE22,Aerial cable design footage,Foot,1202,0.36,432.72
WO-35000392,SO-900392,SOL-1501742,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000392,SO-900392,SOL-1501743,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000393,SO-900393,SOL-1501744,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000393,SO-900393,SOL-1501745,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000393,SO-900393,SOL-1501746,ACA00A-ESE22,Aerial cable design footage,Foot,793,0.36,285.48
WO-35000393,SO-900393,SOL-1501747,ACA02A-ESE22,Buried cable design footage,Foot,334,0.27,90.18
WO-35000393,SO-900393,SOL-1501748,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000394,SO-900394,SOL-1501749,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000394,SO-900394,SOL-1501750,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000394,SO-900394,SOL-1501751,ACA00A-ESE22,Aerial cable design footage,Foot,679,0.36,244.44
WO-35000394,SO-900394,SOL-1501752,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000395,SO-900395,SOL-1501753,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000395,SO-900395,SOL-1501754,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000395,SO-900395,SOL-1501755,ACA00A-ESE22,Aerial cable design footage,Foot,1106,0.36,398.16
WO-35000395,SO-900395,SOL-1501756,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000396,SO-900396,SOL-1501757,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000396,SO-900396,SOL-1501758,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000396,SO-900396,SOL-1501759,ACA00A-ESE22,Aerial cable design footage,Foot,289,0.36,104.04
WO-35000396,SO-900396,SOL-1501760,ACA02A-ESE22,Buried cable design footage,Foot,954,0.27,257.58
WO-35000396,SO-900396,SOL-1501761,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000396,SO-900396,SOL-1501762,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000396,SO-900396,SOL-1501763,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000397,SO-900397,SOL-1501764,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000397,SO-900397,SOL-1501765,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000397,SO-900397,SOL-1501766,ACA02A-ESE22,Buried cable design footage,Foot,490,0.27,132.3
WO-35000398,SO-900398,SOL-1501767,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000398,SO-900398,SOL-1501768,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000398,SO-900398,SOL-1501769,ACA00A-ESE22,Aerial cable design footage,Foot,872,0.36,313.92
WO-35000398,SO-900398,SOL-1501770,ACA02A-ESE22,Buried cable design footage,Foot,280,0.27,75.6
WO-35000398,SO-900398,SOL-1501771,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000398,SO-900398,SOL-1501772,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000399,SO-900399,SOL-1501773,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000399,SO-990399,SOL-1501774,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000399,SO-990399,SOL-1501775,ACA00A-ESE22,Aerial cable design footage,Foot,1468,0.36,528.48
WO-35000399,SO-990399,SOL-1501776,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000399,SO-990399,SOL-1501777,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000399,SO-990399,SOL-1501778,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000400,SO-900400,SOL-1501779,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000400,SO-900400,SOL-1501780,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000400,SO-900400,SOL-1501781,ACA00A-ESE22,Aerial cable design footage,Foot,652,0.36,234.72
WO-35000400,SO-900400,SOL-1501782,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000400,SO-900400,SOL-1501783,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000401,SO-900401,SOL-1501784,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000401,SO-900401,SOL-1501785,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000401,SO-900401,SOL-1501786,ACA00A-ESE22,Aerial cable design footage,Foot,1292,0.36,465.12
WO-35000401,SO-900401,SOL-1501787,ACA02A-ESE22,Buried cable design footage,Foot,744,0.27,200.88
WO-35000401,SO-900401,SOL-1501788,POL00A-ESE22,Pole loading analysis,Pole,8,22.5,180.0
WO-35000401,SO-900401,SOL-1501789,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000402,SO-900402,SOL-1501790,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000402,SO-900402,SOL-1501791,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000402,SO-900402,SOL-1501792,ACA00A-ESE22,Aerial cable design footage,Foot,1592,0.36,573.12
WO-35000402,SO-900402,SOL-1501793,ACA02A-ESE22,Buried cable design footage,Foot,255,0.27,68.85
WO-35000403,SO-900403,SOL-1501794,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000403,SO-900403,SOL-1501795,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000403,SO-900403,SOL-1501796,ACA00A-ESE22,Aerial cable design footage,Foot,832,0.36,299.52
WO-35000403,SO-900403,SOL-1501797,ACA02A-ESE22,Buried cable design footage,Foot,571,0.27,154.17
WO-35000403,SO-900403,SOL-1501798,POL00A-ESE22,Pole loading analysis,Pole,2,22.5,45.0
WO-35000404,SO-900404,SOL-1501799,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000404,SO-900404,SOL-1501800,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000404,SO-900404,SOL-1501801,ACA00A-ESE22,Aerial cable design footage,Foot,806,0.36,290.16
WO-35000404,SO-900404,SOL-1501802,ACA02A-ESE22,Buried cable design footage,Foot,1314,0.27,354.78
WO-35000404,SO-900404,SOL-1501803,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000404,SO-900404,SOL-1501804,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000405,SO-900405,SOL-1501805,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000405,SO-900405,SOL-1501806,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000405,SO-900405,SOL-1501807,ACA00A-ESE22,Aerial cable design footage,Foot,1085,0.36,390.6
WO-35000405,SO-900405,SOL-1501808,ACA02A-ESE22,Buried cable design footage,Foot,1178,0.27,318.06
WO-35000405,SO-900405,SOL-1501809,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000405,SO-900405,SOL-1501810,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000406,SO-900406,SOL-1501811,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000406,SO-900406,SOL-1501812,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000406,SO-900406,SOL-1501813,ACA00A-ESE22,Aerial cable design footage,Foot,334,0.36,120.24
WO-35000407,SO-900407,SOL-1501814,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000407,SO-900407,SOL-1501815,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000407,SO-900407,SOL-1501816,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000408,SO-900408,SOL-1501817,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000408,SO-900408,SOL-1501818,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000408,SO-900408,SOL-1501819,ACA02A-ESE22,Buried cable design footage,Foot,322,0.27,86.94
WO-35000408,SO-900408,SOL-1501820,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000409,SO-900409,SOL-1501821,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000409,SO-900409,SOL-1501822,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000409,SO-900409,SOL-1501823,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000410,SO-900410,SOL-1501824,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000410,SO-900410,SOL-1501825,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000410,SO-900410,SOL-1501826,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000411,SO-900411,SOL-1501827,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000411,SO-900411,SOL-1501828,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000411,SO-900411,SOL-1501829,ACA00A-ESE22,Aerial cable design footage,Foot,1110,0.36,399.6
WO-35000411,SO-900411,SOL-1501830,ACA02A-ESE22,Buried cable design footage,Foot,340,0.27,91.8
WO-35000411,SO-900411,SOL-1501831,POL00A-ESE22,Pole loading analysis,Pole,14,22.5,315.0
WO-35000412,SO-900412,SOL-1501832,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000412,SO-900412,SOL-1501833,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000412,SO-900412,SOL-1501834,ACA02A-ESE22,Buried cable design footage,Foot,1270,0.27,342.9
WO-35000413,SO-900413,SOL-1501835,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000413,SO-990413,SOL-1501836,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000413,SO-990413,SOL-1501837,ACA02A-ESE22,Buried cable design footage,Foot,754,0.27,203.58
WO-35000413,SO-990413,SOL-1501838,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000413,SO-990413,SOL-1501839,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000414,SO-900414,SOL-1501840,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000414,SO-900414,SOL-1501841,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000414,SO-900414,SOL-1501842,ACA00A-ESE22,Aerial cable design footage,Foot,959,0.36,345.24
WO-35000414,SO-900414,SOL-1501843,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000415,SO-900415,SOL-1501844,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000415,SO-900415,SOL-1501845,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000415,SO-900415,SOL-1501846,ACA00A-ESE22,Aerial cable design footage,Foot,834,0.36,300.24
WO-35000415,SO-900415,SOL-1501847,ACA02A-ESE22,Buried cable design footage,Foot,701,0.27,189.27
WO-35000415,SO-900415,SOL-1501848,POL00A-ESE22,Pole loading analysis,Pole,17,22.5,382.5
